File name: LAI_Global_Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Associated  documentation: A Global Database of Field-observed Leaf Area Index in Woody Plant Species, 1932-2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing numeric values are represented by -9999. Missing text fields are blank cells. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference_number,Publication_year,Overstory_LAI_Original,Understory_LAI_Original,Total_LAI_Original,Source,Definition_overstory,Definition_understory,Definition_total,Conversion_factor_overstory,Conversion_factor_understory,Conversion_factor_total,Overstory_LAI_HSA,Understory_LAI_HSA,Total_LAI_HSA,Element_clumping_index_overstory,Element_clumping_index_total,Needle_clumping_index_overstory,Needle_clumping_index_total,Corrected_overstory_LAI_HSA,Corrected_total_LAI_HSA,Method,Method2,Notes_Method,MAT,MAP,Stand_age,Stand_age2,Dominant_species,PFT1,PFT2,PFT3,PFT4,Vegetation_status,Country,Location,Site,Latitude,Longitude,Altitude,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1999,1.8,0.7,2.5,T1,PA,PA,PA,1.4,1.4,1.4,2.52,0.98,3.5,1,1,1,1,2.52,3.5,D,Allometry2,Sapwood area (Long and Smith 1988),,880,,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Not described,USA,"Tenderfoot, Montana",Plot21,46.925,-110.8916667,2240,"No major disturbance in past 15 years, Multiaged",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1999,3.1,-9999,3.1,T1,PA,,PA,1.4,-9999,1.4,4.34,-9999,4.34,1,1,1,1,4.34,4.34,D,Allometry2,Sapwood area (Long and Smith 1988),,880,,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Not described,USA,"Tenderfoot, Montana",Plot22,46.925,-110.8916667,2240,"No major disturbance in past 15 years, Multiaged",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1999,2.3,0.1,2.4,T1,PA,PA,PA,1.4,1.4,1.4,3.22,0.14,3.36,1,1,1,1,3.22,3.36,D,Allometry2,Sapwood area (Long and Smith 1988),,880,,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Not described,USA,"Tenderfoot, Montana",Plot23,46.925,-110.8916667,2240,"No major disturbance in past 15 years, Multiaged",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1999,1.3,0.4,1.7,T1,PA,PA,PA,1.4,1.4,1.4,1.82,0.56,2.38,1,1,1,1,1.82,2.38,D,Allometry2,Sapwood area (Long and Smith 1988),,880,,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Not described,USA,"Tenderfoot, Montana",Plot24,46.925,-110.8916667,2240,"No major disturbance in past 15 years, Multiaged",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1999,1.8,-9999,1.8,T1,PA,,PA,1.4,-9999,1.4,2.52,-9999,2.52,1,1,1,1,2.52,2.52,D,Allometry2,Sapwood area (Long and Smith 1988),,880,,M,Pinus contorta,TREE,GYMNO,CONIF,EVER,Not described,USA,"Tenderfoot, Montana",Plot25,46.925,-110.8916667,2240,"No major disturbance in past 15 years, Even-aged",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1999,2.4,0.1,2.5,T1,PA,PA,PA,1.4,1.4,1.4,3.36,0.14,3.5,1,1,1,1,3.36,3.5,D,Allometry2,Sapwood area (Long and Smith 1988),,880,,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Not described,USA,"Tenderfoot, Montana",Plot26,46.925,-110.8916667,2240,"No major disturbance in past 15 years, Multiaged",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1999,1.9,-9999,1.9,T1,PA,,PA,1.4,-9999,1.4,2.66,-9999,2.66,1,1,1,1,2.66,2.66,D,Allometry2,Sapwood area (Long and Smith 1988),,880,,M,Pinus contorta,TREE,GYMNO,CONIF,EVER,Not described,USA,"Tenderfoot, Montana",Plot27,46.925,-110.8916667,2240,"No major disturbance in past 15 years, Even-aged",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1999,0.9,-9999,0.9,T1,PA,,PA,1.4,-9999,1.4,1.26,-9999,1.26,1,1,1,1,1.26,1.26,D,Allometry2,Sapwood area (Long and Smith 1988),,455,,M,Pinus contorta,TREE,GYMNO,CONIF,EVER,Not described,USA,"Lubrecht, Montana",Plot28,46.85833333,-113.9833333,1250,"No major disturbance in past 15 years, Even-aged",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1999,1.8,-9999,1.8,T1,PA,,PA,1.4,-9999,1.4,2.52,-9999,2.52,1,1,1,1,2.52,2.52,D,Allometry2,Sapwood area (Long and Smith 1988),,455,,M,Pinus contorta,TREE,GYMNO,CONIF,EVER,Not described,USA,"Lubrecht, Montana",Plot29,46.85833333,-113.9833333,1250,"No major disturbance in past 15 years, Even-aged",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1999,2.6,0.2,2.8,T1,PA,PA,PA,1.4,1.4,1.4,3.64,0.28,3.92,1,1,1,1,3.64,3.92,D,Allometry2,Sapwood area (Long and Smith 1988),,880,,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Not described,USA,"Tenderfoot, Montana",Plot30,46.69166667,-110.8916667,2240,"No major disturbance in past 15 years, Multiaged",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1999,2.2,0.6,2.8,T1,PA,PA,PA,1.4,1.4,1.4,3.08,0.84,3.92,1,1,1,1,3.08,3.92,D,Allometry2,Sapwood area (Long and Smith 1988),,880,,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Not described,USA,"Tenderfoot, Montana",Plot31,46.69166667,-110.8916667,2240,"No major disturbance in past 15 years, Multiaged",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1999,3.1,-9999,3.1,T1,PA,,PA,1.4,-9999,1.4,4.34,-9999,4.34,1,1,1,1,4.34,4.34,D,Allometry2,Sapwood area (Long and Smith 1988),,880,,M,Pinus contorta,TREE,GYMNO,CONIF,EVER,Not described,USA,"Tenderfoot, Montana",Plot32,46.69166667,-110.8916667,2240,"No major disturbance in past 15 years, Even-aged",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1999,2,-9999,2,T1,PA,,PA,1.4,-9999,1.4,2.8,-9999,2.8,1,1,1,1,2.8,2.8,D,Allometry2,Sapwood area (Long and Smith 1988),,880,,M,Pinus contorta,TREE,GYMNO,CONIF,EVER,Not described,USA,"Tenderfoot, Montana",Plot33,46.69166667,-110.8916667,2240,"No major disturbance in past 15 years, Even-aged",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1999,1.9,-9999,1.9,T1,PA,,PA,1.4,-9999,1.4,2.66,-9999,2.66,1,1,1,1,2.66,2.66,D,Allometry2,Sapwood area (Long and Smith 1988),,880,,M,Pinus contorta,TREE,GYMNO,CONIF,EVER,Not described,USA,"Tenderfoot, Montana",Plot34,46.69166667,-110.8916667,2240,"No major disturbance in past 15 years, Even-aged",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1999,2,0.6,2.6,T1,PA,PA,PA,1.4,1.4,1.4,2.8,0.84,3.64,1,1,1,1,2.8,3.64,D,Allometry2,Sapwood area (Long and Smith 1988),,880,,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Not described,USA,"Tenderfoot, Montana",Plot35,46.69166667,-110.8916667,2240,"No major disturbance in past 15 years, Multiaged",,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2000,6.47,-9999,6.47,T2,HSA,,HSA,1,-9999,1,6.47,-9999,6.47,1,1,1,1,6.47,6.47,D,Allometry,,,1090,52,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Plantation,Canada,Shawnigan study site,T0F0,48.63333333,-123.6666667,-9999,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2000,5.9,-9999,5.9,T2,HSA,,HSA,1,-9999,1,5.9,-9999,5.9,1,1,1,1,5.9,5.9,D,Allometry,,,1090,52,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Plantation,Canada,Shawnigan study site,T0F2,48.63333333,-123.6666667,-9999,"Fertilization, 28 years after treatment",,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2000,5.98,-9999,5.98,T2,HSA,,HSA,1,-9999,1,5.98,-9999,5.98,1,1,1,1,5.98,5.98,D,Allometry,,,1090,52,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Plantation,Canada,Shawnigan study site,T2F0,48.63333333,-123.6666667,-9999,"Thinned, 28 years after treatment",,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2000,7.79,-9999,7.79,T2,HSA,,HSA,1,-9999,1,7.79,-9999,7.79,1,1,1,1,7.79,7.79,D,Allometry,,,1090,52,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Plantation,Canada,Shawnigan study site,T2F2,48.63333333,-123.6666667,-9999,"Fertilization & Thinned, 28 years after treatment",,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1999,7.62,-9999,7.62,T7,TSA,,TSA,0.5,-9999,0.5,3.81,-9999,3.81,1,1,1,1,3.81,3.81,D,Allometry,,,820,,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Natural,USA,Priest River Experimental Forest (PREF),1,48.35,-116.7916667,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1999,7.81,-9999,7.81,T7,TSA,,TSA,0.5,-9999,0.5,3.91,-9999,3.91,1,1,1,1,3.91,3.91,D,Allometry,,,820,,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Natural,USA,Priest River Experimental Forest (PREF),2,48.35,-116.7916667,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1999,7.37,-9999,7.37,T7,TSA,,TSA,0.5,-9999,0.5,3.69,-9999,3.69,1,1,1,1,3.69,3.69,D,Allometry,,,820,,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Natural,USA,Priest River Experimental Forest (PREF),3,48.35,-116.7916667,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1999,8.86,-9999,8.86,T7,TSA,,TSA,0.5,-9999,0.5,4.43,-9999,4.43,1,1,1,1,4.43,4.43,D,Allometry,,,820,,,"Larix occidentalis, Pinus monticola",TREE,GYMNO,CONIF,MIX,Natural,USA,Priest River Experimental Forest (PREF),5,48.35,-116.7916667,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1999,7.99,-9999,7.99,T7,TSA,,TSA,0.5,-9999,0.5,4,-9999,4,1,1,1,1,4,4,D,Allometry,,,820,,,"Pinus monticola, Larix occidentalis",TREE,GYMNO,CONIF,MIX,Natural,USA,Priest River Experimental Forest (PREF),6,48.35,-116.7916667,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1999,11.68,-9999,11.68,T7,TSA,,TSA,0.5,-9999,0.5,5.84,-9999,5.84,1,1,1,1,5.84,5.84,D,Allometry,,,820,,,"Abies grandis, Thuja plicata, Pseudotsuga menziesii",TREE,GYMNO,CONIF,EVER,Natural,USA,Priest River Experimental Forest (PREF),7,48.35,-116.7916667,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1999,9.93,-9999,9.93,T7,TSA,,TSA,0.5,-9999,0.5,4.97,-9999,4.97,1,1,1,1,4.97,4.97,D,Allometry,,,820,,,"Pseudotsuga menziesii, Pinus ponderosa",TREE,GYMNO,CONIF,EVER,Natural,USA,Priest River Experimental Forest (PREF),8,48.35,-116.7916667,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1999,8.54,-9999,8.54,T7,TSA,,TSA,0.5,-9999,0.5,4.27,-9999,4.27,1,1,1,1,4.27,4.27,D,Allometry,,,820,,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Natural,USA,Priest River Experimental Forest (PREF),9,48.35,-116.7916667,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1999,7.97,-9999,7.97,T7,TSA,,TSA,0.5,-9999,0.5,3.99,-9999,3.99,1,1,1,1,3.99,3.99,D,Allometry,,,820,,,"Pseudotsuga menziesii, Pinus monticola",TREE,GYMNO,CONIF,EVER,Natural,USA,Priest River Experimental Forest (PREF),11,48.35,-116.7916667,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1982,2.73,-9999,2.73,T3,PA,,PA,1.4,-9999,1.4,3.82,-9999,3.82,1,1,1,1,3.82,3.82,D,Allometry,,,549,46,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Plantation,UK,"Thetford forest, Breckland of east Anglia, 2km south-west of Brandon",Sharp's plantation,52.45,0.666666667,-9999,"Previously used for rough grazing, Thinning was conducted in several times most recently in 1969",,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2007,8.1,1.4,9.5,T1,PA,PA,PA,1.15,1.15,1.15,9.32,1.61,10.93,1,1,1,1,9.32,10.93,D,Allometry,Sapwood area,,1300,60,,Sequoia sempervirens,TREE,GYMNO,CONIF,EVER,Natural,USA,North coastal California,Jackson Demonstration state forest (JDSF),39.44222222,-123.8027778,600,Mean of 42 plots,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2007,13.92,-9999,13.92,F3,PA,,PA,1.15,-9999,1.15,16.01,-9999,16.01,1,1,1,1,16.01,16.01,D,Allometry,Sapwood area,,1220,21,,Sequoia sempervirens,TREE,GYMNO,CONIF,EVER,Plantation,USA,North coastal California,Jackson Demonstration state forest (JDSF),40.461,-124.083,-9999,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2007,14.48,-9999,14.48,F3,PA,,PA,1.15,-9999,1.15,16.65,-9999,16.65,1,1,1,1,16.65,16.65,D,Allometry,Sapwood area,,1220,21,,Sequoia sempervirens,TREE,GYMNO,CONIF,EVER,Plantation,USA,North coastal California,Jackson Demonstration state forest (JDSF),40.461,-124.083,-9999,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2007,14.41,-9999,14.41,F3,PA,,PA,1.15,-9999,1.15,16.57,-9999,16.57,1,1,1,1,16.57,16.57,D,Allometry,Sapwood area,,1220,21,,Sequoia sempervirens,TREE,GYMNO,CONIF,EVER,Plantation,USA,North coastal California,Jackson Demonstration state forest (JDSF),40.461,-124.083,-9999,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2000,11.07,-9999,11.07,T4,HSA,,HSA,1,-9999,1,11.07,-9999,11.07,1,1,1,1,11.07,11.07,D,Allometry,Sapwood area,8.5,2580,500,,Tsuga heterophylla,TREE,GYMNO,CONIF,EVER,Natural,USA,H.J. Andrews,Unburned,44.21666667,-122.2583333,880,Established after fire in 1400s or 1500s,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2000,13.75,-9999,13.75,T4,HSA,,HSA,1,-9999,1,13.75,-9999,13.75,1,1,1,1,13.75,13.75,D,Allometry,Sapwood area,8.5,2580,150,,Tsuga heterophylla,TREE,GYMNO,CONIF,EVER,Natural,USA,H.J. Andrews,Burned,44.21666667,-122.2583333,780,Severe damage by fire between 1836-1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2000,11.58,-9999,11.58,T4,HSA,,HSA,1,-9999,1,11.58,-9999,11.58,1,1,1,1,11.58,11.58,D,Allometry,Sapwood area,8,2530,400,,"Tsuga heterophylla, Pseudotusga menziesii",TREE,GYMNO,CONIF,EVER,Natural,USA,Wind River,,45.80833333,-121.9833333,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2000,11.63,-9999,11.63,T4,HSA,,HSA,1,-9999,1,11.63,-9999,11.63,1,1,1,1,11.63,11.63,D,Allometry,Sapwood area,4.7,3370,350,,Abies amabilis,TREE,GYMNO,CONIF,EVER,Natural,USA,Goat Marsh,,46.16666667,-122.2833333,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2000,8.17,-9999,8.17,T4,HSA,,HSA,1,-9999,1,8.17,-9999,8.17,1,1,1,1,8.17,8.17,D,Allometry,Sapwood area,8.1,1100,,M,Abies concolor,TREE,GYMNO,CONIF,EVER,Natural,USA,Giant Forest,,36.56666667,-118.75,2219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2000,11.71,-9999,11.71,T4,HSA,,HSA,1,-9999,1,11.71,-9999,11.71,1,1,1,1,11.71,11.71,D,Allometry,Sapwood area,14,1460,1500,,Sequoia sempervirens,TREE,GYMNO,CONIF,EVER,Natural,USA,Bull Creek,,40.33333333,-124.025,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2005,1.5,-9999,1.5,T1,PA,,PA,1.4,-9999,1.4,2.1,-9999,2.1,1,1,1,1,2.1,2.1,O,Litter trap (Evergreen),Litter mass+ leaf longevity,,1120,127,,Pinus strobus,TREE,GYMNO,CONIF,EVER,Natural,USA,New Hampshire,Stand 5,43.1552,-70.893,92.5,Unmanaged,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2005,2.4,-9999,2.4,T1,PA,,PA,1.4,-9999,1.4,3.36,-9999,3.36,1,1,1,1,3.36,3.36,O,Litter trap (Evergreen),Litter mass+ leaf longevity,,1120,121,,Pinus strobus,TREE,GYMNO,CONIF,EVER,Natural,USA,New Hampshire,Stand 6,43.1552,-70.893,92.5,Unmanaged,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2005,2.4,-9999,2.4,T1,PA,,PA,1.4,-9999,1.4,3.36,-9999,3.36,1,1,1,1,3.36,3.36,O,Litter trap (Evergreen),Litter mass+ leaf longevity,,1120,39,,Pinus strobus,TREE,GYMNO,CONIF,EVER,Plantation,USA,New Hampshire,Stand 7,43.249,-71.621,92.5,Unthinned plantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2005,2.3,-9999,2.3,T1,PA,,PA,1.4,-9999,1.4,3.22,-9999,3.22,1,1,1,1,3.22,3.22,O,Litter trap (Evergreen),Litter mass+ leaf longevity,,1120,34,,Pinus strobus,TREE,GYMNO,CONIF,EVER,Plantation,USA,New Hampshire,Stand 10,43.1552,-70.893,92.5,Unthinned plantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2010,4.48,-9999,4.48,F6,HSA ,,HSA ,1,-9999,1,4.48,-9999,4.48,0.85,0.85,1,1,5.27,5.27,IR,Hemispherical photograph,Analyzed with GLA 2.0,24.884,1565.158,70,,"Bruguiera gymnorrhiza, Bruguiera sexangula, Kandelia obovata, R. stylosa",MANG,ANGIO,BROAD,EVER,Natural,China,Qiongshan,,19.85,110.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2010,4.36,-9999,4.36,F6,HSA ,,HSA ,1,-9999,1,4.36,-9999,4.36,0.85,0.85,1,1,5.13,5.13,IR,Hemispherical photograph,Analyzed with GLA 2.0,23.959,1798.933,80,,"Aegiceras corniculatum, Bruguiera gymnorrhiza, Kandelia obovata, R. stylosa",MANG,ANGIO,BROAD,EVER,Natural,China,Zhanjiang,,21.5,109.6833333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2010,3.45,-9999,3.45,F6,HSA ,,HSA ,1,-9999,1,3.45,-9999,3.45,0.85,0.85,1,1,4.06,4.06,IR,Hemispherical photograph,Analyzed with GLA 2.0,23.206,1994.811,68,,Avicennia marina,MANG,ANGIO,BROAD,EVER,Natural,China,Shenzhen,,22.53333333,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2010,3.17,-9999,3.17,F6,HSA ,,HSA ,1,-9999,1,3.17,-9999,3.17,0.85,0.85,1,1,3.73,3.73,IR,Hemispherical photograph,Analyzed with GLA 2.0,23.206,1994.811,63,,Kandelia obovata,MANG,ANGIO,BROAD,EVER,Natural,China,Shenzhen,,22.53333333,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2010,5.14,-9999,5.14,F6,HSA ,,HSA ,1,-9999,1,5.14,-9999,5.14,0.85,0.85,1,1,6.05,6.05,IR,Hemispherical photograph,Analyzed with GLA 2.0,23.206,1994.811,13,,Sonneratia apetala,MANG,ANGIO,BROAD,EVER,Natural,China,Shenzhen,,22.53333333,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2007,3.7,-9999,3.7,T4,PA,,PA,1,-9999,1,3.7,-9999,3.7,1,1,1,1,3.7,3.7,D,Allometry,,,,8,,Betula pendula,TREE,ANGIO,BROAD,DECID,Natural,Estonia,Tartu,,58.23333333,26.73333333,-9999,Naturally regenerated on abandoned farmland,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2008,3.4,-9999,3.4,T1,PA,,PA,1,-9999,1,3.4,-9999,3.4,1,1,1,1,3.4,3.4,D,Litter trap,,10,1000,,,Quercus pyrenaica,TREE,ANGIO,BROAD,DECID,Natural,Spain,Rinconada located 70 km south of the city of the Salamanca,Plot 1,40.6,-6.016666667,1310,"Understory is sparse, Unmanaged and regrowth forest from clear cut 40 years ago, Large reduction of LAI occurred in 2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2006,1.9,-9999,1.9,T1,PA,,PA,1,-9999,1,1.9,-9999,1.9,1,1,1,1,1.9,1.9,D,Allometry,,,,7,,Salix viminalis,TREE,ANGIO,BROAD,DECID,Plantation,Estonia,Saare,clone 78021,58.7,26.91666667,-9999,Short rotation plantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2006,2.5,-9999,2.5,T1,PA,,PA,1,-9999,1,2.5,-9999,2.5,1,1,1,1,2.5,2.5,D,Allometry,,,,7,,Salix viminalis,TREE,ANGIO,BROAD,DECID,Plantation,Estonia,Saare,clone 78183,58.7,26.91666667,-9999,Short rotation plantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2006,3.2,-9999,3.2,T1,PA,,PA,1,-9999,1,3.2,-9999,3.2,1,1,1,1,3.2,3.2,D,Allometry,,,,7,,Salix dasyclados,TREE,ANGIO,BROAD,DECID,Plantation,Estonia,Saare,clone 81090,58.7,26.91666667,-9999,Short rotation plantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2009,7.8,-9999,7.8,T1,PA,,PA,1,-9999,1,7.8,-9999,7.8,1,1,1,1,7.8,7.8,D,Litter trap,,8.6,520,112.1982759,,"Carpinus betulus, Fagus sylvatica, Quercus petraea, Tilia cordata ",TREE,ANGIO,BROAD,DECID,Natural,Germany,Ziegelrodaer forest south of Eisleben city in Saxony-Anhalt,,51.41666667,11.51666667,-9999,"Shrub layer was nearly absent. 10 % of forest floor was covered by herbs, Managed in the past centuries but the intensity substantially reduced in the last three decades",,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2009,6.8,-9999,6.8,F9,PA,,PA,1.15,-9999,1.15,7.82,-9999,7.82,1,1,1,1,7.82,7.82,D,Allometry,,6.3,1620,80,,Picea abies,TREE,GYMNO,CONIF,EVER,Not described,Germany,"Northern edge of Bavarian Alps, 60km SW of Munich",,47.62583333,10.9475,1260,"Managed forest, Understory have >5% ground coverage",,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2009,6.6,-9999,6.6,F9,PA,,PA,1.08,-9999,1.08,7.1,-9999,7.1,1,1,1,1,7.1,7.1,D,Allometry,,6.3,1620,80,,"Picea abies, Fagus sylvatica",TREE,MIX,MIX,MIX,Not described,Germany,"Northern edge of Bavarian Alps, 60km SW of Munich",,47.62583333,10.9475,1220,"Managed forest, Understory have 5% ground coverage",,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2009,6,-9999,6,F9,PA,,PA,1.08,-9999,1.08,6.45,-9999,6.45,1,1,1,1,6.45,6.45,D,Allometry,,7.8,786,53.5,,"Picea abies, Fagus sylvatica",TREE,MIX,MIX,MIX,Not described,Germany,"Kranzberg Forest, Freising",,48.41888889,11.66138889,490,"Managed forest, Understory have 5-15% ground coverage (Rubus, Oxalis and mosses)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2009,3.9,-9999,3.9,F9,PA,,PA,1.4,-9999,1.4,5.46,-9999,5.46,1,1,1,1,5.46,5.46,D,Allometry,,2.4,950,80,,Pinus cembra,TREE,GYMNO,CONIF,EVER,Not described,Austria,"Klimahaus Research Station on Mt. Patscherkofel, South of Innsbruck",,47.21027778,11.45194444,1950,Subalpine open mixed forest (Alpine timber line),,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2008,1.45,-9999,1.45,F1,PA,,PA,1.4,-9999,1.4,2.03,-9999,2.03,1,1,1,1,2.03,2.03,D,Allometry,,,,15,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Plantation,Poland,Mount Kamiensk (Mine spoil),,51.2,19.41666667,400,Established on mine spoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2008,2.07,-9999,2.07,F1,PA,,PA,1.4,-9999,1.4,2.9,-9999,2.9,1,1,1,1,2.9,2.9,D,Allometry,,,,17,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Plantation,Poland,Mount Kamiensk (Mine spoil),,51.2,19.41666667,400,Established on mine spoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2008,1.57,-9999,1.57,F1,PA,,PA,1.4,-9999,1.4,2.2,-9999,2.2,1,1,1,1,2.2,2.2,D,Allometry,,,,20,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Plantation,Poland,Mount Kamiensk (Mine spoil),,51.2,19.41666667,400,Established on mine spoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2010,2.5,-9999,2.5,Text,PA,,PA,1,-9999,1,2.5,-9999,2.5,0.85,0.85,1,1,2.94,2.94,IR,Hemispherical photograph,GLA 2.0,14,1715,,,Acacia melanoxylon,TREE,ANGIO,BROAD,EVER,Not described,Spain,Lourizan,,42.4,-8.633333333,57,Very sparse understory,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2000,3.25,-9999,3.25,T2,HSA,,HSA,1,-9999,1,3.25,-9999,3.25,0.85,0.85,1.52,1.52,5.81,5.81,IR,LAI-2000,Slope correction,12.6,695,48,,Pinus canariensis,TREE,GYMNO,CONIF,EVER,Plantation,Spain,"Pico del Gaitero Mountain in La Corona Forestal National Park, Canary Islands",Control I,28.4,-16.425,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2000,3.53,-9999,3.53,T2,HSA,,HSA,1,-9999,1,3.53,-9999,3.53,0.85,0.85,1.52,1.52,6.31,6.31,IR,LAI-2000,Slope correction,12.6,695,48,,Pinus canariensis,TREE,GYMNO,CONIF,EVER,Plantation,Spain,"Pico del Gaitero Mountain in La Corona Forestal National Park, Canary Islands",Control II,28.4,-16.425,1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2000,3.18,-9999,3.18,T2,HSA,,HSA,1,-9999,1,3.18,-9999,3.18,0.85,0.85,1.52,1.52,5.69,5.69,IR,LAI-2000,Slope correction,12.6,695,48,,Pinus canariensis,TREE,GYMNO,CONIF,EVER,Plantation,Spain,"Pico del Gaitero Mountain in La Corona Forestal National Park, Canary Islands",Control III,28.4,-16.425,1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
